"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPI","ENRG","AGRWTH","A","1972",4.91007,
"AUS","CPI","ENRG","AGRWTH","A","1973",3.762801,
"AUS","CPI","ENRG","AGRWTH","A","1974",13.17354,
"AUS","CPI","ENRG","AGRWTH","A","1975",19.42247,
"AUS","CPI","ENRG","AGRWTH","A","1976",8.833195,
"AUS","CPI","ENRG","AGRWTH","A","1977",7.256738,
"AUS","CPI","ENRG","AGRWTH","A","1978",10.7472,
"AUS","CPI","ENRG","AGRWTH","A","1979",27.23942,
"AUS","CPI","ENRG","AGRWTH","A","1980",19.4961,
"AUS","CPI","ENRG","AGRWTH","A","1981",15.59402,
"AUS","CPI","ENRG","AGRWTH","A","1982",13.02029,
"AUS","CPI","ENRG","AGRWTH","A","1983",12.85172,
"AUS","CPI","ENRG","AGRWTH","A","1984",7.439461,
"AUS","CPI","ENRG","AGRWTH","A","1985",9.435687,
"AUS","CPI","ENRG","AGRWTH","A","1986",1.109787,
"AUS","CPI","ENRG","AGRWTH","A","1987",5.612381,
"AUS","CPI","ENRG","AGRWTH","A","1988",-0.01473915,
"AUS","CPI","ENRG","AGRWTH","A","1989",4.296725,
"AUS","CPI","ENRG","AGRWTH","A","1990",16.06711,
"AUS","CPI","ENRG","AGRWTH","A","1991",0.4380601,
"AUS","CPI","ENRG","AGRWTH","A","1992",2.618369,
"AUS","CPI","ENRG","AGRWTH","A","1993",1.020584,
"AUS","CPI","ENRG","AGRWTH","A","1994",0.2203486,
"AUS","CPI","ENRG","AGRWTH","A","1995",3.26599,
"AUS","CPI","ENRG","AGRWTH","A","1996",1.12442,
"AUS","CPI","ENRG","AGRWTH","A","1997",1.774115,
"AUS","CPI","ENRG","AGRWTH","A","1998",-3.79814,
"AUS","CPI","ENRG","AGRWTH","A","1999",1.932777,
"AUS","CPI","ENRG","AGRWTH","A","2000",16.80462,
"AUS","CPI","ENRG","AGRWTH","A","2001",2.465995,
"AUS","CPI","ENRG","AGRWTH","A","2002",0.9137612,
"AUS","CPI","ENRG","AGRWTH","A","2003",5.081695,
"AUS","CPI","ENRG","AGRWTH","A","2004",6.346609,
"AUS","CPI","ENRG","AGRWTH","A","2005",9.798734,
"AUS","CPI","ENRG","AGRWTH","A","2006",9.250135,
"AUS","CPI","ENRG","AGRWTH","A","2007",1.58193,
"AUS","CPI","ENRG","AGRWTH","A","2008",12.51061,
"AUS","CPI","ENRG","AGRWTH","A","2009",-6.307878,
"AUS","CPI","ENRG","AGRWTH","A","2010",8.421489,
"AUS","CPI","ENRG","AGRWTH","A","2011",10.93911,
"AUS","CPI","ENRG","AGRWTH","A","2012",7.426358,
"AUS","CPI","ENRG","AGRWTH","A","2013",6.413658,
"AUS","CPI","ENRG","AGRWTH","A","2014",1.190338,
"AUS","CPI","ENRG","AGRWTH","A","2015",-7.186137,
"AUS","CPI","ENRG","AGRWTH","A","2016",-3.173628,
"AUS","CPI","ENRG","AGRWTH","A","2017",9.450979,
"AUS","CPI","ENRG","AGRWTH","A","2018",11.72583,
"AUS","CPI","ENRG","AGRWTH","A","2019",7.668816,
"AUS","CPI","ENRG","AGRWTH","A","2020",-2.10481,
"AUS","CPI","ENRG","AGRWTH","A","2021",10.93195,
"AUS","CPI","ENRG","AGRWTH","A","2022",15.30013,
"AUS","CPI","FOOD","AGRWTH","A","1956",7.315458,
"AUS","CPI","FOOD","AGRWTH","A","1957",-1.449722,
"AUS","CPI","FOOD","AGRWTH","A","1958",0.8763693,
"AUS","CPI","FOOD","AGRWTH","A","1959",2.978591,
"AUS","CPI","FOOD","AGRWTH","A","1960",5.483579,
"AUS","CPI","FOOD","AGRWTH","A","1961",3.199086,
"AUS","CPI","FOOD","AGRWTH","A","1962",-2.823139,
"AUS","CPI","FOOD","AGRWTH","A","1963",0.2563372,
"AUS","CPI","FOOD","AGRWTH","A","1964",3.806818,
"AUS","CPI","FOOD","AGRWTH","A","1965",5.91133,
"AUS","CPI","FOOD","AGRWTH","A","1966",1.989664,
"AUS","CPI","FOOD","AGRWTH","A","1967",4.028376,
"AUS","CPI","FOOD","AGRWTH","A","1968",2.532879,
"AUS","CPI","FOOD","AGRWTH","A","1969",1.187648,
"AUS","CPI","FOOD","AGRWTH","A","1970",3.620028,
"AUS","CPI","FOOD","AGRWTH","A","1971",3.9,
"AUS","CPI","FOOD","AGRWTH","A","1972",3.907289,
"AUS","CPI","FOOD","AGRWTH","A","1973",15.35854,
"AUS","CPI","FOOD","AGRWTH","A","1974",15.13158,
"AUS","CPI","FOOD","AGRWTH","A","1975",7.428571,
"AUS","CPI","FOOD","AGRWTH","A","1976",11.72493,
"AUS","CPI","FOOD","AGRWTH","A","1977",10.59539,
"AUS","CPI","FOOD","AGRWTH","A","1978",10.4799,
"AUS","CPI","FOOD","AGRWTH","A","1979",14.828,
"AUS","CPI","FOOD","AGRWTH","A","1980",12.93375,
"AUS","CPI","FOOD","AGRWTH","A","1981",9.401827,
"AUS","CPI","FOOD","AGRWTH","A","1982",6.330191,
"AUS","CPI","FOOD","AGRWTH","A","1983",10.6089,
"AUS","CPI","FOOD","AGRWTH","A","1984",4.503366,
"AUS","CPI","FOOD","AGRWTH","A","1985",5.390636,
"AUS","CPI","FOOD","AGRWTH","A","1986",8.803946,
"AUS","CPI","FOOD","AGRWTH","A","1987",4.529447,
"AUS","CPI","FOOD","AGRWTH","A","1988",8.358809,
"AUS","CPI","FOOD","AGRWTH","A","1989",9.325144,
"AUS","CPI","FOOD","AGRWTH","A","1990",3.119903,
"AUS","CPI","FOOD","AGRWTH","A","1991",2.528369,
"AUS","CPI","FOOD","AGRWTH","A","1992",0.5762925,
"AUS","CPI","FOOD","AGRWTH","A","1993",2.433704,
"AUS","CPI","FOOD","AGRWTH","A","1994",2.364403,
"AUS","CPI","FOOD","AGRWTH","A","1995",5.140973,
"AUS","CPI","FOOD","AGRWTH","A","1996",2.915198,
"AUS","CPI","FOOD","AGRWTH","A","1997",2.828677,
"AUS","CPI","FOOD","AGRWTH","A","1998",3.059577,
"AUS","CPI","FOOD","AGRWTH","A","1999",3.518542,
"AUS","CPI","FOOD","AGRWTH","A","2000",0.2729906,
"AUS","CPI","FOOD","AGRWTH","A","2001",6.280433,
"AUS","CPI","FOOD","AGRWTH","A","2002",3.750994,
"AUS","CPI","FOOD","AGRWTH","A","2003",3.705396,
"AUS","CPI","FOOD","AGRWTH","A","2004",1.922286,
"AUS","CPI","FOOD","AGRWTH","A","2005",1.905833,
"AUS","CPI","FOOD","AGRWTH","A","2006",9.852309,
"AUS","CPI","FOOD","AGRWTH","A","2007",1.656439,
"AUS","CPI","FOOD","AGRWTH","A","2008",4.251823,
"AUS","CPI","FOOD","AGRWTH","A","2009",3.352177,
"AUS","CPI","FOOD","AGRWTH","A","2010",1.139162,
"AUS","CPI","FOOD","AGRWTH","A","2011",5.734226,
"AUS","CPI","FOOD","AGRWTH","A","2012",-3.697105,
"AUS","CPI","FOOD","AGRWTH","A","2013",0.2200269,
"AUS","CPI","FOOD","AGRWTH","A","2014",2.63969,
"AUS","CPI","FOOD","AGRWTH","A","2015",0.5746248,
"AUS","CPI","FOOD","AGRWTH","A","2016",0.240722,
"AUS","CPI","FOOD","AGRWTH","A","2017",0.07114173,
"AUS","CPI","FOOD","AGRWTH","A","2018",0.6703755,
"AUS","CPI","FOOD","AGRWTH","A","2019",4.482894,
"AUS","CPI","FOOD","AGRWTH","A","2020",9.320118,
"AUS","CPI","FOOD","AGRWTH","A","2021",7.909739,
"AUS","CPI","FOOD","AGRWTH","A","2022",8.1667,
"AUS","CPI","TOT","AGRWTH","A","1950",8.695652,
"AUS","CPI","TOT","AGRWTH","A","1951",19.42857,
"AUS","CPI","TOT","AGRWTH","A","1952",17.22488,
"AUS","CPI","TOT","AGRWTH","A","1953",4.489796,
"AUS","CPI","TOT","AGRWTH","A","1954",1.5625,
"AUS","CPI","TOT","AGRWTH","A","1955",1.538462,
"AUS","CPI","TOT","AGRWTH","A","1956",5.681818,
"AUS","CPI","TOT","AGRWTH","A","1957",2.867383,
"AUS","CPI","TOT","AGRWTH","A","1958",0.6968641,
"AUS","CPI","TOT","AGRWTH","A","1959",2.076125,
"AUS","CPI","TOT","AGRWTH","A","1960",3.728814,
"AUS","CPI","TOT","AGRWTH","A","1961",2.287582,
"AUS","CPI","TOT","AGRWTH","A","1962",-0.3194888,
"AUS","CPI","TOT","AGRWTH","A","1963",0.6410257,
"AUS","CPI","TOT","AGRWTH","A","1964",2.866242,
"AUS","CPI","TOT","AGRWTH","A","1965",3.405573,
"AUS","CPI","TOT","AGRWTH","A","1966",3.293413,
"AUS","CPI","TOT","AGRWTH","A","1967",3.478261,
"AUS","CPI","TOT","AGRWTH","A","1968",2.521008,
"AUS","CPI","TOT","AGRWTH","A","1969",3.278688,
"AUS","CPI","TOT","AGRWTH","A","1970",3.439153,
"AUS","CPI","TOT","AGRWTH","A","1971",6.138107,
"AUS","CPI","TOT","AGRWTH","A","1972",6.024096,
"AUS","CPI","TOT","AGRWTH","A","1973",9.090909,
"AUS","CPI","TOT","AGRWTH","A","1974",15.41667,
"AUS","CPI","TOT","AGRWTH","A","1975",15.16245,
"AUS","CPI","TOT","AGRWTH","A","1976",13.32288,
"AUS","CPI","TOT","AGRWTH","A","1977",12.30982,
"AUS","CPI","TOT","AGRWTH","A","1978",8.004926,
"AUS","CPI","TOT","AGRWTH","A","1979",9.122006,
"AUS","CPI","TOT","AGRWTH","A","1980",10.13584,
"AUS","CPI","TOT","AGRWTH","A","1981",9.487666,
"AUS","CPI","TOT","AGRWTH","A","1982",11.35182,
"AUS","CPI","TOT","AGRWTH","A","1983",10.03891,
"AUS","CPI","TOT","AGRWTH","A","1984",3.960396,
"AUS","CPI","TOT","AGRWTH","A","1985",6.734694,
"AUS","CPI","TOT","AGRWTH","A","1986",9.05035,
"AUS","CPI","TOT","AGRWTH","A","1987",8.533022,
"AUS","CPI","TOT","AGRWTH","A","1988",7.21594,
"AUS","CPI","TOT","AGRWTH","A","1989",7.533903,
"AUS","CPI","TOT","AGRWTH","A","1990",7.333022,
"AUS","CPI","TOT","AGRWTH","A","1991",3.176675,
"AUS","CPI","TOT","AGRWTH","A","1992",1.012231,
"AUS","CPI","TOT","AGRWTH","A","1993",1.753653,
"AUS","CPI","TOT","AGRWTH","A","1994",1.969635,
"AUS","CPI","TOT","AGRWTH","A","1995",4.627767,
"AUS","CPI","TOT","AGRWTH","A","1996",2.615385,
"AUS","CPI","TOT","AGRWTH","A","1997",0.2248875,
"AUS","CPI","TOT","AGRWTH","A","1998",0.8601346,
"AUS","CPI","TOT","AGRWTH","A","1999",1.483129,
"AUS","CPI","TOT","AGRWTH","A","2000",4.457435,
"AUS","CPI","TOT","AGRWTH","A","2001",4.407135,
"AUS","CPI","TOT","AGRWTH","A","2002",2.981575,
"AUS","CPI","TOT","AGRWTH","A","2003",2.732596,
"AUS","CPI","TOT","AGRWTH","A","2004",2.343255,
"AUS","CPI","TOT","AGRWTH","A","2005",2.691832,
"AUS","CPI","TOT","AGRWTH","A","2006",3.555288,
"AUS","CPI","TOT","AGRWTH","A","2007",2.327611,
"AUS","CPI","TOT","AGRWTH","A","2008",4.350298,
"AUS","CPI","TOT","AGRWTH","A","2009",1.771117,
"AUS","CPI","TOT","AGRWTH","A","2010",2.91834,
"AUS","CPI","TOT","AGRWTH","A","2011",3.30385,
"AUS","CPI","TOT","AGRWTH","A","2012",1.76278,
"AUS","CPI","TOT","AGRWTH","A","2013",2.449889,
"AUS","CPI","TOT","AGRWTH","A","2014",2.487923,
"AUS","CPI","TOT","AGRWTH","A","2015",1.508367,
"AUS","CPI","TOT","AGRWTH","A","2016",1.276991,
"AUS","CPI","TOT","AGRWTH","A","2017",1.948647,
"AUS","CPI","TOT","AGRWTH","A","2018",1.911401,
"AUS","CPI","TOT","AGRWTH","A","2019",1.610768,
"AUS","CPI","TOT","AGRWTH","A","2020",0.8469055,
"AUS","CPI","TOT","AGRWTH","A","2021",2.86391,
"AUS","CPI","TOT","AGRWTH","A","2022",6.594097,
"AUT","CPI","ENRG","AGRWTH","A","1967",1.268003,
"AUT","CPI","ENRG","AGRWTH","A","1968",1.57675,
"AUT","CPI","ENRG","AGRWTH","A","1969",1.080506,
"AUT","CPI","ENRG","AGRWTH","A","1970",5.043661,
"AUT","CPI","ENRG","AGRWTH","A","1971",4.815824,
"AUT","CPI","ENRG","AGRWTH","A","1972",4.485164,
"AUT","CPI","ENRG","AGRWTH","A","1973",6.71378,
"AUT","CPI","ENRG","AGRWTH","A","1974",22.4675,
"AUT","CPI","ENRG","AGRWTH","A","1975",12.25716,
"AUT","CPI","ENRG","AGRWTH","A","1976",7.038359,
"AUT","CPI","ENRG","AGRWTH","A","1977",2.933578,
"AUT","CPI","ENRG","AGRWTH","A","1978",1.473565,
"AUT","CPI","ENRG","AGRWTH","A","1979",6.718264,
"AUT","CPI","ENRG","AGRWTH","A","1980",18.78878,
"AUT","CPI","ENRG","AGRWTH","A","1981",19.76964,
"AUT","CPI","ENRG","AGRWTH","A","1982",6.500605,
"AUT","CPI","ENRG","AGRWTH","A","1983",-1.608606,
"AUT","CPI","ENRG","AGRWTH","A","1984",7.271815,
"AUT","CPI","ENRG","AGRWTH","A","1985",3.800841,
"AUT","CPI","ENRG","AGRWTH","A","1986",-11.66509,
"AUT","CPI","ENRG","AGRWTH","A","1987",-4.966094,
"AUT","CPI","ENRG","AGRWTH","A","1988",-2.714738,
"AUT","CPI","ENRG","AGRWTH","A","1989",2.321734,
"AUT","CPI","ENRG","AGRWTH","A","1990",4.198555,
"AUT","CPI","ENRG","AGRWTH","A","1991",0.01551752,
"AUT","CPI","ENRG","AGRWTH","A","1992",3.020273,
"AUT","CPI","ENRG","AGRWTH","A","1993",-0.6777107,
"AUT","CPI","ENRG","AGRWTH","A","1994",1.420268,
"AUT","CPI","ENRG","AGRWTH","A","1995",3.712748,
"AUT","CPI","ENRG","AGRWTH","A","1996",6.376435,
"AUT","CPI","ENRG","AGRWTH","A","1997",2.994851,
"AUT","CPI","ENRG","AGRWTH","A","1998",-3.271786,
"AUT","CPI","ENRG","AGRWTH","A","1999",0.4171392,
"AUT","CPI","ENRG","AGRWTH","A","2000",10.69477,
"AUT","CPI","ENRG","AGRWTH","A","2001",0.5333645,
"AUT","CPI","ENRG","AGRWTH","A","2002",-2.383262,
"AUT","CPI","ENRG","AGRWTH","A","2003",0.9485555,
"AUT","CPI","ENRG","AGRWTH","A","2004",6.401682,
"AUT","CPI","ENRG","AGRWTH","A","2005",9.762172,
"AUT","CPI","ENRG","AGRWTH","A","2006",6.242187,
"AUT","CPI","ENRG","AGRWTH","A","2007",4.165359,
"AUT","CPI","ENRG","AGRWTH","A","2008",10.28692,
"AUT","CPI","ENRG","AGRWTH","A","2009",-9.491294,
"AUT","CPI","ENRG","AGRWTH","A","2010",7.589589,
"AUT","CPI","ENRG","AGRWTH","A","2011",10.93313,
"AUT","CPI","ENRG","AGRWTH","A","2012",4.881712,
"AUT","CPI","ENRG","AGRWTH","A","2013",-0.802005,
"AUT","CPI","ENRG","AGRWTH","A","2014",-2.028441,
"AUT","CPI","ENRG","AGRWTH","A","2015",-7.295769,
"AUT","CPI","ENRG","AGRWTH","A","2016",-4.433333,
"AUT","CPI","ENRG","AGRWTH","A","2017",2.520056,
"AUT","CPI","ENRG","AGRWTH","A","2018",5.273454,
"AUT","CPI","ENRG","AGRWTH","A","2019",0.8968248,
"AUT","CPI","ENRG","AGRWTH","A","2020",-5.515243,
"AUT","CPI","ENRG","AGRWTH","A","2021",12.25,
"AUT","CPI","ENRG","AGRWTH","A","2022",39.24276,
"AUT","CPI","FOOD","AGRWTH","A","1959",0.3166667,
"AUT","CPI","FOOD","AGRWTH","A","1960",1.968766,
"AUT","CPI","FOOD","AGRWTH","A","1961",1.930754,
"AUT","CPI","FOOD","AGRWTH","A","1962",6.393862,
"AUT","CPI","FOOD","AGRWTH","A","1963",3.290264,
"AUT","CPI","FOOD","AGRWTH","A","1964",3.730909,
"AUT","CPI","FOOD","AGRWTH","A","1965",6.96207,
"AUT","CPI","FOOD","AGRWTH","A","1966",1.004275,
"AUT","CPI","FOOD","AGRWTH","A","1967",3.999334,
"AUT","CPI","FOOD","AGRWTH","A","1968",0.9293385,
"AUT","CPI","FOOD","AGRWTH","A","1969",3.135418,
"AUT","CPI","FOOD","AGRWTH","A","1970",4.417763,
"AUT","CPI","FOOD","AGRWTH","A","1971",3.21368,
"AUT","CPI","FOOD","AGRWTH","A","1972",5.320289,
"AUT","CPI","FOOD","AGRWTH","A","1973",7.187416,
"AUT","CPI","FOOD","AGRWTH","A","1974",8.135121,
"AUT","CPI","FOOD","AGRWTH","A","1975",6.048906,
"AUT","CPI","FOOD","AGRWTH","A","1976",5.312224,
"AUT","CPI","FOOD","AGRWTH","A","1977",5.594259,
"AUT","CPI","FOOD","AGRWTH","A","1978",2.931693,
"AUT","CPI","FOOD","AGRWTH","A","1979",2.477108,
"AUT","CPI","FOOD","AGRWTH","A","1980",4.500565,
"AUT","CPI","FOOD","AGRWTH","A","1981",5.890823,
"AUT","CPI","FOOD","AGRWTH","A","1982",4.232894,
"AUT","CPI","FOOD","AGRWTH","A","1983",2.132431,
"AUT","CPI","FOOD","AGRWTH","A","1984",5.441335,
"AUT","CPI","FOOD","AGRWTH","A","1985",1.999091,
"AUT","CPI","FOOD","AGRWTH","A","1986",1.985895,
"AUT","CPI","FOOD","AGRWTH","A","1987",0.243858,
"AUT","CPI","FOOD","AGRWTH","A","1988",0.1234479,
"AUT","CPI","FOOD","AGRWTH","A","1989",0.7796636,
"AUT","CPI","FOOD","AGRWTH","A","1990",2.821057,
"AUT","CPI","FOOD","AGRWTH","A","1991",4.08399,
"AUT","CPI","FOOD","AGRWTH","A","1992",3.705198,
"AUT","CPI","FOOD","AGRWTH","A","1993",2.272727,
"AUT","CPI","FOOD","AGRWTH","A","1994",1.382153,
"AUT","CPI","FOOD","AGRWTH","A","1995",-1.722898,
"AUT","CPI","FOOD","AGRWTH","A","1996",0.1336303,
"AUT","CPI","FOOD","AGRWTH","A","1997",1.534697,
"AUT","CPI","FOOD","AGRWTH","A","1998",1.93084,
"AUT","CPI","FOOD","AGRWTH","A","1999",-0.6324449,
"AUT","CPI","FOOD","AGRWTH","A","2000",0.6457393,
"AUT","CPI","FOOD","AGRWTH","A","2001",3.641667,
"AUT","CPI","FOOD","AGRWTH","A","2002",1.391011,
"AUT","CPI","FOOD","AGRWTH","A","2003",1.768438,
"AUT","CPI","FOOD","AGRWTH","A","2004",1.916933,
"AUT","CPI","FOOD","AGRWTH","A","2005",2.084429,
"AUT","CPI","FOOD","AGRWTH","A","2006",1.84136,
"AUT","CPI","FOOD","AGRWTH","A","2007",4.188824,
"AUT","CPI","FOOD","AGRWTH","A","2008",6.297605,
"AUT","CPI","FOOD","AGRWTH","A","2009",0.2068405,
"AUT","CPI","FOOD","AGRWTH","A","2010",0.4791743,
"AUT","CPI","FOOD","AGRWTH","A","2011",4.2696,
"AUT","CPI","FOOD","AGRWTH","A","2012",3.222196,
"AUT","CPI","FOOD","AGRWTH","A","2013",3.462432,
"AUT","CPI","FOOD","AGRWTH","A","2014",1.961518,
"AUT","CPI","FOOD","AGRWTH","A","2015",0.8257796,
"AUT","CPI","FOOD","AGRWTH","A","2016",0.7333333,
"AUT","CPI","FOOD","AGRWTH","A","2017",2.365983,
"AUT","CPI","FOOD","AGRWTH","A","2018",1.519315,
"AUT","CPI","FOOD","AGRWTH","A","2019",1.018946,
"AUT","CPI","FOOD","AGRWTH","A","2020",2.331635,
"AUT","CPI","FOOD","AGRWTH","A","2021",0.783268,
"AUT","CPI","FOOD","AGRWTH","A","2022",10.74824,
"AUT","CPI","TOT","AGRWTH","A","1959",1.075,
"AUT","CPI","TOT","AGRWTH","A","1960",1.94575,
"AUT","CPI","TOT","AGRWTH","A","1961",3.542256,
"AUT","CPI","TOT","AGRWTH","A","1962",4.381785,
"AUT","CPI","TOT","AGRWTH","A","1963",2.70877,
"AUT","CPI","TOT","AGRWTH","A","1964",3.868571,
"AUT","CPI","TOT","AGRWTH","A","1965",4.930911,
"AUT","CPI","TOT","AGRWTH","A","1966",2.054821,
"AUT","CPI","TOT","AGRWTH","A","1967",3.974669,
"AUT","CPI","TOT","AGRWTH","A","1968",2.764866,
"AUT","CPI","TOT","AGRWTH","A","1969",3.080402,
"AUT","CPI","TOT","AGRWTH","A","1970",4.372826,
"AUT","CPI","TOT","AGRWTH","A","1971",4.704262,
"AUT","CPI","TOT","AGRWTH","A","1972",6.355141,
"AUT","CPI","TOT","AGRWTH","A","1973",7.531081,
"AUT","CPI","TOT","AGRWTH","A","1974",9.521791,
"AUT","CPI","TOT","AGRWTH","A","1975",8.445255,
"AUT","CPI","TOT","AGRWTH","A","1976",7.318689,
"AUT","CPI","TOT","AGRWTH","A","1977",5.49461,
"AUT","CPI","TOT","AGRWTH","A","1978",3.574322,
"AUT","CPI","TOT","AGRWTH","A","1979",3.707406,
"AUT","CPI","TOT","AGRWTH","A","1980",6.328318,
"AUT","CPI","TOT","AGRWTH","A","1981",6.803043,
"AUT","CPI","TOT","AGRWTH","A","1982",5.436026,
"AUT","CPI","TOT","AGRWTH","A","1983",3.339167,
"AUT","CPI","TOT","AGRWTH","A","1984",5.663189,
"AUT","CPI","TOT","AGRWTH","A","1985",3.189511,
"AUT","CPI","TOT","AGRWTH","A","1986",1.705446,
"AUT","CPI","TOT","AGRWTH","A","1987",1.401955,
"AUT","CPI","TOT","AGRWTH","A","1988",1.91572,
"AUT","CPI","TOT","AGRWTH","A","1989",2.568347,
"AUT","CPI","TOT","AGRWTH","A","1990",3.261872,
"AUT","CPI","TOT","AGRWTH","A","1991",3.337426,
"AUT","CPI","TOT","AGRWTH","A","1992",4.020847,
"AUT","CPI","TOT","AGRWTH","A","1993",3.631786,
"AUT","CPI","TOT","AGRWTH","A","1994",2.953407,
"AUT","CPI","TOT","AGRWTH","A","1995",2.243364,
"AUT","CPI","TOT","AGRWTH","A","1996",1.860974,
"AUT","CPI","TOT","AGRWTH","A","1997",1.305983,
"AUT","CPI","TOT","AGRWTH","A","1998",0.9224669,
"AUT","CPI","TOT","AGRWTH","A","1999",0.5689865,
"AUT","CPI","TOT","AGRWTH","A","2000",2.344868,
"AUT","CPI","TOT","AGRWTH","A","2001",2.65,
"AUT","CPI","TOT","AGRWTH","A","2002",1.810359,
"AUT","CPI","TOT","AGRWTH","A","2003",1.355554,
"AUT","CPI","TOT","AGRWTH","A","2004",2.061207,
"AUT","CPI","TOT","AGRWTH","A","2005",2.299138,
"AUT","CPI","TOT","AGRWTH","A","2006",1.441547,
"AUT","CPI","TOT","AGRWTH","A","2007",2.168556,
"AUT","CPI","TOT","AGRWTH","A","2008",3.215951,
"AUT","CPI","TOT","AGRWTH","A","2009",0.5063094,
"AUT","CPI","TOT","AGRWTH","A","2010",1.813532,
"AUT","CPI","TOT","AGRWTH","A","2011",3.286583,
"AUT","CPI","TOT","AGRWTH","A","2012",2.485675,
"AUT","CPI","TOT","AGRWTH","A","2013",2.000158,
"AUT","CPI","TOT","AGRWTH","A","2014",1.605806,
"AUT","CPI","TOT","AGRWTH","A","2015",0.8965653,
"AUT","CPI","TOT","AGRWTH","A","2016",0.8915924,
"AUT","CPI","TOT","AGRWTH","A","2017",2.081269,
"AUT","CPI","TOT","AGRWTH","A","2018",1.998382,
"AUT","CPI","TOT","AGRWTH","A","2019",1.530896,
"AUT","CPI","TOT","AGRWTH","A","2020",1.381909,
"AUT","CPI","TOT","AGRWTH","A","2021",2.766667,
"AUT","CPI","TOT","AGRWTH","A","2022",8.54687,
"BEL","CPI","ENRG","AGRWTH","A","1976",4.265884,
"BEL","CPI","ENRG","AGRWTH","A","1977",2.995424,
"BEL","CPI","ENRG","AGRWTH","A","1978",1.190243,
"BEL","CPI","ENRG","AGRWTH","A","1979",17.12447,
"BEL","CPI","ENRG","AGRWTH","A","1980",27.60872,
"BEL","CPI","ENRG","AGRWTH","A","1981",20.9739,
"BEL","CPI","ENRG","AGRWTH","A","1982",14.85725,
"BEL","CPI","ENRG","AGRWTH","A","1983",3.485446,
"BEL","CPI","ENRG","AGRWTH","A","1984",5.689509,
"BEL","CPI","ENRG","AGRWTH","A","1985",5.393486,
"BEL","CPI","ENRG","AGRWTH","A","1986",-19.06161,
"BEL","CPI","ENRG","AGRWTH","A","1987",-7.256549,
"BEL","CPI","ENRG","AGRWTH","A","1988",-3.488738,
"BEL","CPI","ENRG","AGRWTH","A","1989",6.017118,
"BEL","CPI","ENRG","AGRWTH","A","1990",6.345316,
"BEL","CPI","ENRG","AGRWTH","A","1991",2.467174,
"BEL","CPI","ENRG","AGRWTH","A","1992",-1.209954,
"BEL","CPI","ENRG","AGRWTH","A","1993",3.484002,
"BEL","CPI","ENRG","AGRWTH","A","1994",0.7703469,
"BEL","CPI","ENRG","AGRWTH","A","1995",-0.6043271,
"BEL","CPI","ENRG","AGRWTH","A","1996",5.621116,
"BEL","CPI","ENRG","AGRWTH","A","1997",3.726341,
"BEL","CPI","ENRG","AGRWTH","A","1998",-4.258694,
"BEL","CPI","ENRG","AGRWTH","A","1999",1.953863,
"BEL","CPI","ENRG","AGRWTH","A","2000",14.42789,
"BEL","CPI","ENRG","AGRWTH","A","2001",0.5900396,
"BEL","CPI","ENRG","AGRWTH","A","2002",-3.122416,
"BEL","CPI","ENRG","AGRWTH","A","2003",-0.1240471,
"BEL","CPI","ENRG","AGRWTH","A","2004",6.54886,
"BEL","CPI","ENRG","AGRWTH","A","2005",11.50089,
"BEL","CPI","ENRG","AGRWTH","A","2006",7.751405,
"BEL","CPI","ENRG","AGRWTH","A","2007",0.1352189,
"BEL","CPI","ENRG","AGRWTH","A","2008",20.47375,
"BEL","CPI","ENRG","AGRWTH","A","2009",-13.86899,
"BEL","CPI","ENRG","AGRWTH","A","2010",9.052065,
"BEL","CPI","ENRG","AGRWTH","A","2011",16.88578,
"BEL","CPI","ENRG","AGRWTH","A","2012",6.142694,
"BEL","CPI","ENRG","AGRWTH","A","2013",-3.813783,
"BEL","CPI","ENRG","AGRWTH","A","2014",-6.193333,
"BEL","CPI","ENRG","AGRWTH","A","2015",-5.838249,
"BEL","CPI","ENRG","AGRWTH","A","2016",0.7330465,
"BEL","CPI","ENRG","AGRWTH","A","2017",8.222116,
"BEL","CPI","ENRG","AGRWTH","A","2018",7.06089,
"BEL","CPI","ENRG","AGRWTH","A","2019",0.8673441,
"BEL","CPI","ENRG","AGRWTH","A","2020",-6.32533,
"BEL","CPI","ENRG","AGRWTH","A","2021",12.33115,
"BEL","CPI","ENRG","AGRWTH","A","2022",52.27981,
"BEL","CPI","FOOD","AGRWTH","A","1991",1.567388,
"BEL","CPI","FOOD","AGRWTH","A","1992",-0.146061,
"BEL","CPI","FOOD","AGRWTH","A","1993",-0.6204019,
"BEL","CPI","FOOD","AGRWTH","A","1994",2.016101,
"BEL","CPI","FOOD","AGRWTH","A","1995",1.280284,
"BEL","CPI","FOOD","AGRWTH","A","1996",1.361824,
"BEL","CPI","FOOD","AGRWTH","A","1997",2.260362,
"BEL","CPI","FOOD","AGRWTH","A","1998",1.938696,
"BEL","CPI","FOOD","AGRWTH","A","1999",0.006460827,
"BEL","CPI","FOOD","AGRWTH","A","2000",0.8626872,
"BEL","CPI","FOOD","AGRWTH","A","2001",4.630305,
"BEL","CPI","FOOD","AGRWTH","A","2002",2.358835,
"BEL","CPI","FOOD","AGRWTH","A","2003",2.053307,
"BEL","CPI","FOOD","AGRWTH","A","2004",1.258395,
"BEL","CPI","FOOD","AGRWTH","A","2005",1.765368,
